timestamp_processamento,linha_codigo,linha_id,sentido,letreiro_origem,letreiro_destino,dia_semana,hora_minuto,frota_ativa_real,headway_real_min,frota_planejada,headway_planejado_min,temperatura_c,sensacao_termica_c,chuva_1h_mm,visibilidade_m,vento_velocidade_ms,clima_evento_id,jam_factor,velocidade_via_kmh,velocidade_freeflow_kmh,incidente_critico,iac_gargalo_climatico,gt_gargalo_trafego,hp_horario_pico,ac_aderencia_cronograma,dfi_demanda_frota_ideal,frota_necessaria_estimada,deficit_operacional,go_gargalo_operacional,status_classificacao,acao_recomendada
2026-08-18T02:17:18.150100,5108-21,1927,1,METRÔ ALTO DO IPIRANGA,JD. CELESTE,1,23:16,1,60.0,1,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,0.333,100.0,2,1,0.4168,Estabilizado,Operação Normal
2026-08-18T02:17:18.150100,971D-10,33477,2,SHOP. CENTER NORTE,JD. DAMASCENO,1,23:16,8,7.5,8,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,1.0,62.5,10,2,0.2564,Estabilizado,Operação Normal
2026-08-18T02:17:18.150100,1765-10,34550,2,METRÔ TUCURUVI,JD. CABUÇU,1,23:16,2,30.0,2,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,0.667,75.0,3,1,0.3209,Estabilizado,Operação Normal
2026-08-18T02:17:18.150100,N604-11,2395,1,TERM. PQ. D. PEDRO II,METRÔ JABAQUARA,1,23:16,1,60.0,1,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,0.333,100.0,2,1,0.4168,Estabilizado,Operação Normal
2026-08-18T02:17:18.150100,9500-10,461,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,1,23:16,4,15.0,4,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,1.0,62.5,5,1,0.2564,Estabilizado,Operação Normal
2026-08-18T02:17:18.150100,263C-10,252,1,COHAB II,JD. HELENA,1,23:16,3,20.0,3,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,1.0,66.67,4,1,0.2668,Estabilizado,Operação Normal
2026-08-18T02:17:18.150100,3741-10,33809,2,METRÔ ITAQUERA,CPTM D. BOSCO,1,23:16,4,15.0,4,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,1.0,62.5,5,1,0.2564,Estabilizado,Operação Normal
2026-08-18T02:17:18.150100,971C-10,571,1,METRÔ SANTANA,COHAB BRASILÂNDIA,1,23:16,6,10.0,6,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,1.0,58.33,7,1,0.246,Estabilizado,Operação Normal
2026-08-18T02:17:18.150100,5129-41,1974,1,STO. AMARO,JD. MIRIAM,1,23:16,2,30.0,2,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,0.667,75.0,3,1,0.3209,Estabilizado,Operação Normal
2026-08-18T02:17:18.150100,6052-10,1144,1,TERM. EST. VARGINHA,JD. SETE DE SETEMBRO,1,23:16,3,20.0,3,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,1.0,66.67,4,1,0.2668,Estabilizado,Operação Normal
2026-08-18T02:17:18.150100,7004-22,2633,1,JD ÂNGELA,VL DO SOL,1,23:16,2,30.0,2,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,0.667,75.0,3,1,0.3209,Estabilizado,Operação Normal
2026-08-18T02:17:18.150100,573T-10,34400,2,METRÔ CARRÃO,TERM. SAPOPEMBA,1,23:16,5,12.0,5,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,1.0,60.0,6,1,0.2501,Estabilizado,Operação Normal
2026-08-18T02:17:18.150100,527R-10,33039,2,TERM. STO. AMARO,VL. IMPÉRIO,1,23:16,1,60.0,1,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,0.333,100.0,2,1,0.4168,Estabilizado,Operação Normal
2026-08-18T02:17:18.150100,546A-10,1131,1,STO. AMARO,JD. APURÁ,1,23:16,2,30.0,2,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,0.667,75.0,3,1,0.3209,Estabilizado,Operação Normal
2026-08-18T02:17:18.150100,6015-10,1205,1,JD. ÂNGELA,VL. CALÚ,1,23:16,4,15.0,4,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,1.0,62.5,5,1,0.2564,Estabilizado,Operação Normal
2026-08-18T02:17:18.150100,8030-10,35330,2,TERM. VL. SÔNIA,PARAISÓPOLIS,1,23:16,2,30.0,2,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,0.667,75.0,3,1,0.3209,Estabilizado,Operação Normal
2026-08-18T02:17:18.150100,675M-10,108,1,METRÔ JABAQUARA,CENTRO SESC,1,23:16,3,20.0,3,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,1.0,66.67,4,1,0.2668,Estabilizado,Operação Normal
2026-08-18T02:17:18.150100,7059-10,34692,2,TERM. CAMPO LIMPO,PQ. DO ENGENHO,1,23:16,1,60.0,1,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,0.333,100.0,2,1,0.4168,Estabilizado,Operação Normal
2026-08-18T02:17:18.150100,809L-10,34717,2,LAPA,CAMPO LIMPO,1,23:16,3,20.0,3,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,1.0,66.67,4,1,0.2668,Estabilizado,Operação Normal
2026-08-18T02:17:18.150100,4033-10,33871,2,NOVA CONQUISTA,JD. GUAIRACÁ,1,23:16,5,12.0,5,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,1.0,60.0,6,1,0.2501,Estabilizado,Operação Normal
2026-08-18T02:17:18.150100,695D-10,114,1,METRÔ JABAQUARA,JD. STA. BARBARA,1,23:16,3,20.0,3,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,1.0,66.67,4,1,0.2668,Estabilizado,Operação Normal
2026-08-18T02:17:18.150100,172X-10,861,1,METRÔ TATUAPÉ,PQ. NOVO MUNDO,1,23:16,2,30.0,2,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,0.667,75.0,3,1,0.3209,Estabilizado,Operação Normal
2026-08-18T02:17:18.150100,9011-10,878,1,TERM. CACHOEIRINHA,CPTM JARAGUÁ,1,23:16,10,6.0,11,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,1.0,65.0,13,3,0.2626,Estabilizado,Operação Normal
2026-08-18T02:17:18.150100,6022-10,1207,1,JD. ÂNGELA,PQ. CEREJEIRA,1,23:16,2,30.0,2,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,0.667,75.0,3,1,0.3209,Estabilizado,Operação Normal
2026-08-18T02:17:18.150100,8002-10,1252,1,TERM. LAPA,TERM. PIRITUBA,1,23:16,3,20.0,3,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,1.0,66.67,4,1,0.2668,Estabilizado,Operação Normal
2026-08-18T02:17:18.150100,702U-10,34098,2,TERM. PQ. D. PEDRO II,CID. UNIVERSITÁRIA,1,23:16,4,15.0,4,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,1.0,62.5,5,1,0.2564,Estabilizado,Operação Normal
2026-08-18T02:17:18.150100,971T-10,618,1,METRÔ SANTANA,VL. STA. MARIA,1,23:16,3,20.0,3,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,1.0,66.67,4,1,0.2668,Estabilizado,Operação Normal
2026-08-18T02:17:18.150100,3064-10,980,1,CPTM GUAIANASES,CID. TIRADENTES,1,23:16,5,12.0,5,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,1.0,60.0,6,1,0.2501,Estabilizado,Operação Normal
2026-08-18T02:17:18.150100,5105-10,34419,2,TERM. MERCADO,TERM. SACOMÃ,1,23:16,3,20.0,3,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,1.0,66.67,4,1,0.2668,Estabilizado,Operação Normal
2026-08-18T02:17:18.150100,3046-10,971,1,METRÔ TATUAPÉ,VL. GUARANI,1,23:16,6,10.0,6,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,1.0,58.33,7,1,0.246,Estabilizado,Operação Normal
2026-08-18T02:17:18.150100,2026-10,35037,2,PQ. NOVO MUNDO,JAÇANÃ,1,23:16,1,60.0,1,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,0.333,100.0,2,1,0.4168,Estabilizado,Operação Normal
2026-08-18T02:17:18.150100,695D-10,32882,2,METRÔ JABAQUARA,JD. STA. BARBARA,1,23:16,6,10.0,6,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,1.0,58.33,7,1,0.246,Estabilizado,Operação Normal
2026-08-18T02:17:18.150100,3734-10,33802,2,METRÔ ARTUR ALVIM,CID. LIDER,1,23:16,4,15.0,4,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,1.0,62.5,5,1,0.2564,Estabilizado,Operação Normal
2026-08-18T02:17:18.150100,917H-10,33224,2,METRÔ VL. MARIANA,TERM. PIRITUBA,1,23:16,8,7.5,8,20.0,21.27,21.49,0.0,10000,2.06,800,3.0,22.5,45.0,0,4.56,23.5,0.2,1.0,62.5,10,2,0.2564,Estabilizado,Operação Normal
